process_method,method,curve_index,a_value,rep,flow_over_population,prevalence_peak,remaining_flow_pct,epp,unrestricted_flow,unrestricted_peak,isolation_peak,epp_max
33,realtime_county_pchDextS_both,7,0.35,25,0.12955399149829197,86628.0,64.95059988879443,134.32000000000698,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,26,0.12955399149829197,85295.0,64.95059988879443,-1198.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,27,0.12955399149829197,84361.0,64.95059988879443,-2132.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,28,0.12955399149829197,85080.0,64.95059988879443,-1413.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,29,0.12955399149829197,85567.0,64.95059988879443,-926.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,30,0.12955399149829197,84800.0,64.95059988879443,-1693.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,31,0.12955399149829197,85857.0,64.95059988879443,-636.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,32,0.12955399149829197,85903.0,64.95059988879443,-590.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,33,0.12955399149829197,85255.0,64.95059988879443,-1238.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,34,0.12955399149829197,85962.0,64.95059988879443,-531.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,35,0.12955399149829197,84763.0,64.95059988879443,-1730.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,36,0.12955399149829197,86519.0,64.95059988879443,25.320000000006985,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,37,0.12955399149829197,85049.0,64.95059988879443,-1444.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,38,0.12955399149829197,85510.0,64.95059988879443,-983.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,39,0.12955399149829197,86012.0,64.95059988879443,-481.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
33,realtime_county_pchDextS_both,7,0.35,40,0.12955399149829197,85074.0,64.95059988879443,-1419.679999999993,0.19946542714017831,108152.0,86493.68,21658.320000000007
